sep=,
observation_dateDATE,observation_dateYear,observation_dateQuarter,observation_dateMonth,observation_dateDAY,VersionVersion,VersionCategory,VersionType,INDPRO,INDPROUnit
1988-09-01,1988,19883,198809,1,Actual,Actuals,public,61.3807,
1988-10-01,1988,19884,198810,1,Actual,Actuals,public,61.6453,
1988-11-01,1988,19884,198811,1,Actual,Actuals,public,61.7944,
1988-12-01,1988,19884,198812,1,Actual,Actuals,public,62.0743,
1989-01-01,1989,19891,198901,1,Actual,Actuals,public,62.2574,
1989-02-01,1989,19891,198902,1,Actual,Actuals,public,61.9819,
1989-03-01,1989,19891,198903,1,Actual,Actuals,public,62.1369,
1989-04-01,1989,19892,198904,1,Actual,Actuals,public,62.1276,
1989-05-01,1989,19892,198905,1,Actual,Actuals,public,61.7744,
1989-06-01,1989,19892,198906,1,Actual,Actuals,public,61.7697,
1989-07-01,1989,19893,198907,1,Actual,Actuals,public,61.1738,
1989-08-01,1989,19893,198908,1,Actual,Actuals,public,61.7732,
1989-09-01,1989,19893,198909,1,Actual,Actuals,public,61.5796,
1989-10-01,1989,19894,198910,1,Actual,Actuals,public,61.4966,
1989-11-01,1989,19894,198911,1,Actual,Actuals,public,61.7044,
1989-12-01,1989,19894,198912,1,Actual,Actuals,public,62.0428,
1990-01-01,1990,19901,199001,1,Actual,Actuals,public,61.729,
1990-02-01,1990,19901,199002,1,Actual,Actuals,public,62.2896,
1990-03-01,1990,19901,199003,1,Actual,Actuals,public,62.5999,
1990-04-01,1990,19902,199004,1,Actual,Actuals,public,62.4359,
1990-05-01,1990,19902,199005,1,Actual,Actuals,public,62.6258,
1990-06-01,1990,19902,199006,1,Actual,Actuals,public,62.8382,
1990-07-01,1990,19903,199007,1,Actual,Actuals,public,62.7284,
1990-08-01,1990,19903,199008,1,Actual,Actuals,public,62.9475,
1990-09-01,1990,19903,199009,1,Actual,Actuals,public,62.9523,
1990-10-01,1990,19904,199010,1,Actual,Actuals,public,62.5845,
1990-11-01,1990,19904,199011,1,Actual,Actuals,public,61.7887,
1990-12-01,1990,19904,199012,1,Actual,Actuals,public,61.3352,
1991-01-01,1991,19911,199101,1,Actual,Actuals,public,61.1355,
1991-02-01,1991,19911,199102,1,Actual,Actuals,public,60.6838,
1991-03-01,1991,19911,199103,1,Actual,Actuals,public,60.3346,
1991-04-01,1991,19912,199104,1,Actual,Actuals,public,60.4938,
1991-05-01,1991,19912,199105,1,Actual,Actuals,public,61.0633,
1991-06-01,1991,19912,199106,1,Actual,Actuals,public,61.5581,
1991-07-01,1991,19913,199107,1,Actual,Actuals,public,61.7305,
1991-08-01,1991,19913,199108,1,Actual,Actuals,public,61.7298,
1991-09-01,1991,19913,199109,1,Actual,Actuals,public,62.2195,
1991-10-01,1991,19914,199110,1,Actual,Actuals,public,62.1855,
1991-11-01,1991,19914,199111,1,Actual,Actuals,public,62.0871,
1991-12-01,1991,19914,199112,1,Actual,Actuals,public,61.7852,
1992-01-01,1992,19921,199201,1,Actual,Actuals,public,61.4616,
1992-02-01,1992,19921,199202,1,Actual,Actuals,public,61.8955,
1992-03-01,1992,19921,199203,1,Actual,Actuals,public,62.4232,
1992-04-01,1992,19922,199204,1,Actual,Actuals,public,62.897,
1992-05-01,1992,19922,199205,1,Actual,Actuals,public,63.104,
1992-06-01,1992,19922,199206,1,Actual,Actuals,public,63.1363,
1992-07-01,1992,19923,199207,1,Actual,Actuals,public,63.7176,
1992-08-01,1992,19923,199208,1,Actual,Actuals,public,63.3613,
1992-09-01,1992,19923,199209,1,Actual,Actuals,public,63.5703,
1992-10-01,1992,19924,199210,1,Actual,Actuals,public,63.9995,
1992-11-01,1992,19924,199211,1,Actual,Actuals,public,64.2422,
1992-12-01,1992,19924,199212,1,Actual,Actuals,public,64.3507,
1993-01-01,1993,19931,199301,1,Actual,Actuals,public,64.5978,
1993-02-01,1993,19931,199302,1,Actual,Actuals,public,64.9089,
1993-03-01,1993,19931,199303,1,Actual,Actuals,public,64.8522,
1993-04-01,1993,19932,199304,1,Actual,Actuals,public,65.0301,
1993-05-01,1993,19932,199305,1,Actual,Actuals,public,64.784,
1993-06-01,1993,19932,199306,1,Actual,Actuals,public,64.9301,
1993-07-01,1993,19933,199307,1,Actual,Actuals,public,65.1052,
1993-08-01,1993,19933,199308,1,Actual,Actuals,public,65.0267,
1993-09-01,1993,19933,199309,1,Actual,Actuals,public,65.3717,
1993-10-01,1993,19934,199310,1,Actual,Actuals,public,65.8509,
1993-11-01,1993,19934,199311,1,Actual,Actuals,public,66.1518,
1993-12-01,1993,19934,199312,1,Actual,Actuals,public,66.5436,
1994-01-01,1994,19941,199401,1,Actual,Actuals,public,66.7351,
1994-02-01,1994,19941,199402,1,Actual,Actuals,public,66.774,
1994-03-01,1994,19941,199403,1,Actual,Actuals,public,67.4552,
1994-04-01,1994,19942,199404,1,Actual,Actuals,public,67.8541,
1994-05-01,1994,19942,199405,1,Actual,Actuals,public,68.1663,
1994-06-01,1994,19942,199406,1,Actual,Actuals,public,68.6265,
1994-07-01,1994,19943,199407,1,Actual,Actuals,public,68.7178,
1994-08-01,1994,19943,199408,1,Actual,Actuals,public,69.1785,
1994-09-01,1994,19943,199409,1,Actual,Actuals,public,69.3961,
1994-10-01,1994,19944,199410,1,Actual,Actuals,public,69.9544,
1994-11-01,1994,19944,199411,1,Actual,Actuals,public,70.4326,
1994-12-01,1994,19944,199412,1,Actual,Actuals,public,71.1523,
1995-01-01,1995,19951,199501,1,Actual,Actuals,public,71.2734,
1995-02-01,1995,19951,199502,1,Actual,Actuals,public,71.193,
1995-03-01,1995,19951,199503,1,Actual,Actuals,public,71.3113,
1995-04-01,1995,19952,199504,1,Actual,Actuals,public,71.1882,
1995-05-01,1995,19952,199505,1,Actual,Actuals,public,71.5378,
1995-06-01,1995,19952,199506,1,Actual,Actuals,public,71.7749,
1995-07-01,1995,19953,199507,1,Actual,Actuals,public,71.4748,
1995-08-01,1995,19953,199508,1,Actual,Actuals,public,72.4223,
1995-09-01,1995,19953,199509,1,Actual,Actuals,public,72.7144,
1995-10-01,1995,19954,199510,1,Actual,Actuals,public,72.5866,
1995-11-01,1995,19954,199511,1,Actual,Actuals,public,72.7779,
1995-12-01,1995,19954,199512,1,Actual,Actuals,public,73.0305,
1996-01-01,1996,19961,199601,1,Actual,Actuals,public,72.6125,
1996-02-01,1996,19961,199602,1,Actual,Actuals,public,73.6752,
1996-03-01,1996,19961,199603,1,Actual,Actuals,public,73.585,
1996-04-01,1996,19962,199604,1,Actual,Actuals,public,74.3172,
1996-05-01,1996,19962,199605,1,Actual,Actuals,public,74.8726,
1996-06-01,1996,19962,199606,1,Actual,Actuals,public,75.4433,
1996-07-01,1996,19963,199607,1,Actual,Actuals,public,75.4549,
1996-08-01,1996,19963,199608,1,Actual,Actuals,public,75.8411,
1996-09-01,1996,19963,199609,1,Actual,Actuals,public,76.3158,
1996-10-01,1996,19964,199610,1,Actual,Actuals,public,76.3384,
1996-11-01,1996,19964,199611,1,Actual,Actuals,public,77.0397,
1996-12-01,1996,19964,199612,1,Actual,Actuals,public,77.5333,
1997-01-01,1997,19971,199701,1,Actual,Actuals,public,77.6562,
1997-02-01,1997,19971,199702,1,Actual,Actuals,public,78.5833,
1997-03-01,1997,19971,199703,1,Actual,Actuals,public,79.082,
1997-04-01,1997,19972,199704,1,Actual,Actuals,public,79.1747,
1997-05-01,1997,19972,199705,1,Actual,Actuals,public,79.6133,
1997-06-01,1997,19972,199706,1,Actual,Actuals,public,79.9792,
1997-07-01,1997,19973,199707,1,Actual,Actuals,public,80.6624,
1997-08-01,1997,19973,199708,1,Actual,Actuals,public,81.4694,
1997-09-01,1997,19973,199709,1,Actual,Actuals,public,82.2156,
1997-10-01,1997,19974,199710,1,Actual,Actuals,public,82.9446,
1997-11-01,1997,19974,199711,1,Actual,Actuals,public,83.5978,
1997-12-01,1997,19974,199712,1,Actual,Actuals,public,83.9538,
1998-01-01,1998,19981,199801,1,Actual,Actuals,public,84.3218,
1998-02-01,1998,19981,199802,1,Actual,Actuals,public,84.4583,
1998-03-01,1998,19981,199803,1,Actual,Actuals,public,84.488,
1998-04-01,1998,19982,199804,1,Actual,Actuals,public,84.7779,
1998-05-01,1998,19982,199805,1,Actual,Actuals,public,85.3367,
1998-06-01,1998,19982,199806,1,Actual,Actuals,public,84.8248,
1998-07-01,1998,19983,199807,1,Actual,Actuals,public,84.4986,
1998-08-01,1998,19983,199808,1,Actual,Actuals,public,86.248,
1998-09-01,1998,19983,199809,1,Actual,Actuals,public,86.2021,
1998-10-01,1998,19984,199810,1,Actual,Actuals,public,86.7914,
1998-11-01,1998,19984,199811,1,Actual,Actuals,public,86.7256,
1998-12-01,1998,19984,199812,1,Actual,Actuals,public,87.1185,
1999-01-01,1999,19991,199901,1,Actual,Actuals,public,87.4949,
1999-02-01,1999,19991,199902,1,Actual,Actuals,public,88.027,
1999-03-01,1999,19991,199903,1,Actual,Actuals,public,88.2267,
1999-04-01,1999,19992,199904,1,Actual,Actuals,public,88.4295,
1999-05-01,1999,19992,199905,1,Actual,Actuals,public,88.9886,
1999-06-01,1999,19992,199906,1,Actual,Actuals,public,88.9188,
1999-07-01,1999,19993,199907,1,Actual,Actuals,public,89.4333,
1999-08-01,1999,19993,199908,1,Actual,Actuals,public,89.7924,
1999-09-01,1999,19993,199909,1,Actual,Actuals,public,89.4299,
1999-10-01,1999,19994,199910,1,Actual,Actuals,public,90.523,
1999-11-01,1999,19994,199911,1,Actual,Actuals,public,90.9618,
1999-12-01,1999,19994,199912,1,Actual,Actuals,public,91.6634,
2000-01-01,2000,20001,200001,1,Actual,Actuals,public,91.538,
2000-02-01,2000,20001,200002,1,Actual,Actuals,public,91.8239,
2000-03-01,2000,20001,200003,1,Actual,Actuals,public,92.1504,
2000-04-01,2000,20002,200004,1,Actual,Actuals,public,92.6989,
2000-05-01,2000,20002,200005,1,Actual,Actuals,public,92.9499,
2000-06-01,2000,20002,200006,1,Actual,Actuals,public,92.9862,
2000-07-01,2000,20003,200007,1,Actual,Actuals,public,92.8048,
2000-08-01,2000,20003,200008,1,Actual,Actuals,public,92.5521,
2000-09-01,2000,20003,200009,1,Actual,Actuals,public,92.9792,
2000-10-01,2000,20004,200010,1,Actual,Actuals,public,92.6179,
2000-11-01,2000,20004,200011,1,Actual,Actuals,public,92.6438,
2000-12-01,2000,20004,200012,1,Actual,Actuals,public,92.3415,
2001-01-01,2001,20011,200101,1,Actual,Actuals,public,91.902,
2001-02-01,2001,20011,200102,1,Actual,Actuals,public,91.3034,
2001-03-01,2001,20011,200103,1,Actual,Actuals,public,91.1162,
2001-04-01,2001,20012,200104,1,Actual,Actuals,public,90.7891,
2001-05-01,2001,20012,200105,1,Actual,Actuals,public,90.3555,
2001-06-01,2001,20012,200106,1,Actual,Actuals,public,89.8784,
2001-07-01,2001,20013,200107,1,Actual,Actuals,public,89.3028,
2001-08-01,2001,20013,200108,1,Actual,Actuals,public,89.2003,
2001-09-01,2001,20013,200109,1,Actual,Actuals,public,88.7485,
2001-10-01,2001,20014,200110,1,Actual,Actuals,public,88.5052,
2001-11-01,2001,20014,200111,1,Actual,Actuals,public,87.97,
2001-12-01,2001,20014,200112,1,Actual,Actuals,public,87.9324,
2002-01-01,2002,20021,200201,1,Actual,Actuals,public,88.5176,
2002-02-01,2002,20021,200202,1,Actual,Actuals,public,88.5278,
2002-03-01,2002,20021,200203,1,Actual,Actuals,public,89.1686,
2002-04-01,2002,20022,200204,1,Actual,Actuals,public,89.604,
2002-05-01,2002,20022,200205,1,Actual,Actuals,public,89.964,
2002-06-01,2002,20022,200206,1,Actual,Actuals,public,90.7061,
2002-07-01,2002,20023,200207,1,Actual,Actuals,public,90.6769,
2002-08-01,2002,20023,200208,1,Actual,Actuals,public,90.5762,
2002-09-01,2002,20023,200209,1,Actual,Actuals,public,90.6531,
2002-10-01,2002,20024,200210,1,Actual,Actuals,public,90.4643,
2002-11-01,2002,20024,200211,1,Actual,Actuals,public,90.9711,
2002-12-01,2002,20024,200212,1,Actual,Actuals,public,90.4652,
2003-01-01,2003,20031,200301,1,Actual,Actuals,public,91.2361,
2003-02-01,2003,20031,200302,1,Actual,Actuals,public,91.3445,
2003-03-01,2003,20031,200303,1,Actual,Actuals,public,91.1044,
2003-04-01,2003,20032,200304,1,Actual,Actuals,public,90.5617,
2003-05-01,2003,20032,200305,1,Actual,Actuals,public,90.537,
2003-06-01,2003,20032,200306,1,Actual,Actuals,public,90.6527,
2003-07-01,2003,20033,200307,1,Actual,Actuals,public,91.1185,
2003-08-01,2003,20033,200308,1,Actual,Actuals,public,90.9197,
2003-09-01,2003,20033,200309,1,Actual,Actuals,public,91.5059,
2003-10-01,2003,20034,200310,1,Actual,Actuals,public,91.6186,
2003-11-01,2003,20034,200311,1,Actual,Actuals,public,92.2329,
2003-12-01,2003,20034,200312,1,Actual,Actuals,public,92.2602,
2004-01-01,2004,20041,200401,1,Actual,Actuals,public,92.4006,
2004-02-01,2004,20041,200402,1,Actual,Actuals,public,92.958,
2004-03-01,2004,20041,200403,1,Actual,Actuals,public,92.5861,
2004-04-01,2004,20042,200404,1,Actual,Actuals,public,92.93,
2004-05-01,2004,20042,200405,1,Actual,Actuals,public,93.6013,
2004-06-01,2004,20042,200406,1,Actual,Actuals,public,92.871,
2004-07-01,2004,20043,200407,1,Actual,Actuals,public,93.5649,
2004-08-01,2004,20043,200408,1,Actual,Actuals,public,93.6277,
2004-09-01,2004,20043,200409,1,Actual,Actuals,public,93.7467,
2004-10-01,2004,20044,200410,1,Actual,Actuals,public,94.5465,
2004-11-01,2004,20044,200411,1,Actual,Actuals,public,94.7813,
2004-12-01,2004,20044,200412,1,Actual,Actuals,public,95.5365,
2005-01-01,2005,20051,200501,1,Actual,Actuals,public,95.8801,
2005-02-01,2005,20051,200502,1,Actual,Actuals,public,96.5761,
2005-03-01,2005,20051,200503,1,Actual,Actuals,public,96.4456,
2005-04-01,2005,20052,200504,1,Actual,Actuals,public,96.6532,
2005-05-01,2005,20052,200505,1,Actual,Actuals,public,96.7402,
2005-06-01,2005,20052,200506,1,Actual,Actuals,public,97.1753,
2005-07-01,2005,20053,200507,1,Actual,Actuals,public,96.8676,
2005-08-01,2005,20053,200508,1,Actual,Actuals,public,97.1833,
2005-09-01,2005,20053,200509,1,Actual,Actuals,public,95.3005,
2005-10-01,2005,20054,200510,1,Actual,Actuals,public,96.4572,
2005-11-01,2005,20054,200511,1,Actual,Actuals,public,97.5414,
2005-12-01,2005,20054,200512,1,Actual,Actuals,public,98.0452,
2006-01-01,2006,20061,200601,1,Actual,Actuals,public,98.1999,
2006-02-01,2006,20061,200602,1,Actual,Actuals,public,98.2413,
2006-03-01,2006,20061,200603,1,Actual,Actuals,public,98.4628,
2006-04-01,2006,20062,200604,1,Actual,Actuals,public,98.7618,
2006-05-01,2006,20062,200605,1,Actual,Actuals,public,98.7869,
2006-06-01,2006,20062,200606,1,Actual,Actuals,public,99.0997,
2006-07-01,2006,20063,200607,1,Actual,Actuals,public,99.0489,
2006-08-01,2006,20063,200608,1,Actual,Actuals,public,99.4836,
2006-09-01,2006,20063,200609,1,Actual,Actuals,public,99.3183,
2006-10-01,2006,20064,200610,1,Actual,Actuals,public,99.2044,
2006-11-01,2006,20064,200611,1,Actual,Actuals,public,99.1627,
2006-12-01,2006,20064,200612,1,Actual,Actuals,public,100.1735,
2007-01-01,2007,20071,200701,1,Actual,Actuals,public,99.8346,
2007-02-01,2007,20071,200702,1,Actual,Actuals,public,100.7753,
2007-03-01,2007,20071,200703,1,Actual,Actuals,public,100.9547,
2007-04-01,2007,20072,200704,1,Actual,Actuals,public,101.6334,
2007-05-01,2007,20072,200705,1,Actual,Actuals,public,101.7306,
2007-06-01,2007,20072,200706,1,Actual,Actuals,public,101.7893,
2007-07-01,2007,20073,200707,1,Actual,Actuals,public,101.6672,
2007-08-01,2007,20073,200708,1,Actual,Actuals,public,101.863,
2007-09-01,2007,20073,200709,1,Actual,Actuals,public,102.0894,
2007-10-01,2007,20074,200710,1,Actual,Actuals,public,101.8015,
2007-11-01,2007,20074,200711,1,Actual,Actuals,public,102.3446,
2007-12-01,2007,20074,200712,1,Actual,Actuals,public,102.3803,
2008-01-01,2008,20081,200801,1,Actual,Actuals,public,102.2448,
2008-02-01,2008,20081,200802,1,Actual,Actuals,public,101.8438,
2008-03-01,2008,20081,200803,1,Actual,Actuals,public,101.5336,
2008-04-01,2008,20082,200804,1,Actual,Actuals,public,100.8785,
2008-05-01,2008,20082,200805,1,Actual,Actuals,public,100.2674,
2008-06-01,2008,20082,200806,1,Actual,Actuals,public,100.0335,
2008-07-01,2008,20083,200807,1,Actual,Actuals,public,99.676,
2008-08-01,2008,20083,200808,1,Actual,Actuals,public,98.1111,
2008-09-01,2008,20083,200809,1,Actual,Actuals,public,93.7895,
2008-10-01,2008,20084,200810,1,Actual,Actuals,public,94.7219,
2008-11-01,2008,20084,200811,1,Actual,Actuals,public,93.4715,
2008-12-01,2008,20084,200812,1,Actual,Actuals,public,90.8357,
2009-01-01,2009,20091,200901,1,Actual,Actuals,public,88.57,
2009-02-01,2009,20091,200902,1,Actual,Actuals,public,88.031,
2009-03-01,2009,20091,200903,1,Actual,Actuals,public,86.6528,
2009-04-01,2009,20092,200904,1,Actual,Actuals,public,85.9344,
2009-05-01,2009,20092,200905,1,Actual,Actuals,public,85.0665,
2009-06-01,2009,20092,200906,1,Actual,Actuals,public,84.7459,
2009-07-01,2009,20093,200907,1,Actual,Actuals,public,85.7027,
2009-08-01,2009,20093,200908,1,Actual,Actuals,public,86.6426,
2009-09-01,2009,20093,200909,1,Actual,Actuals,public,87.4063,
2009-10-01,2009,20094,200910,1,Actual,Actuals,public,87.6419,
2009-11-01,2009,20094,200911,1,Actual,Actuals,public,88.0221,
2009-12-01,2009,20094,200912,1,Actual,Actuals,public,88.3793,
2010-01-01,2010,20101,201001,1,Actual,Actuals,public,89.3426,
2010-02-01,2010,20101,201002,1,Actual,Actuals,public,89.6779,
2010-03-01,2010,20101,201003,1,Actual,Actuals,public,90.2928,
2010-04-01,2010,20102,201004,1,Actual,Actuals,public,90.5991,
2010-05-01,2010,20102,201005,1,Actual,Actuals,public,91.823,
2010-06-01,2010,20102,201006,1,Actual,Actuals,public,91.9928,
2010-07-01,2010,20103,201007,1,Actual,Actuals,public,92.3421,
2010-08-01,2010,20103,201008,1,Actual,Actuals,public,92.6805,
2010-09-01,2010,20103,201009,1,Actual,Actuals,public,92.9537,
2010-10-01,2010,20104,201010,1,Actual,Actuals,public,92.6903,
2010-11-01,2010,20104,201011,1,Actual,Actuals,public,92.7709,
2010-12-01,2010,20104,201012,1,Actual,Actuals,public,93.6787,
2011-01-01,2011,20111,201101,1,Actual,Actuals,public,93.4814,
2011-02-01,2011,20111,201102,1,Actual,Actuals,public,93.1102,
2011-03-01,2011,20111,201103,1,Actual,Actuals,public,94.0788,
2011-04-01,2011,20112,201104,1,Actual,Actuals,public,93.7749,
2011-05-01,2011,20112,201105,1,Actual,Actuals,public,93.888,
2011-06-01,2011,20112,201106,1,Actual,Actuals,public,94.172,
2011-07-01,2011,20113,201107,1,Actual,Actuals,public,94.636,
2011-08-01,2011,20113,201108,1,Actual,Actuals,public,95.2749,
2011-09-01,2011,20113,201109,1,Actual,Actuals,public,95.1961,
2011-10-01,2011,20114,201110,1,Actual,Actuals,public,95.8568,
2011-11-01,2011,20114,201111,1,Actual,Actuals,public,95.8485,
2011-12-01,2011,20114,201112,1,Actual,Actuals,public,96.3571,
2012-01-01,2012,20121,201201,1,Actual,Actuals,public,96.9318,
2012-02-01,2012,20121,201202,1,Actual,Actuals,public,97.2435,
2012-03-01,2012,20121,201203,1,Actual,Actuals,public,96.74,
2012-04-01,2012,20122,201204,1,Actual,Actuals,public,97.4359,
2012-05-01,2012,20122,201205,1,Actual,Actuals,public,97.6609,
2012-06-01,2012,20122,201206,1,Actual,Actuals,public,97.6663,
2012-07-01,2012,20123,201207,1,Actual,Actuals,public,97.8713,
2012-08-01,2012,20123,201208,1,Actual,Actuals,public,97.4525,
2012-09-01,2012,20123,201209,1,Actual,Actuals,public,97.381,
2012-10-01,2012,20124,201210,1,Actual,Actuals,public,97.7193,
2012-11-01,2012,20124,201211,1,Actual,Actuals,public,98.0777,
2012-12-01,2012,20124,201212,1,Actual,Actuals,public,98.3101,
2013-01-01,2013,20131,201301,1,Actual,Actuals,public,98.3342,
2013-02-01,2013,20131,201302,1,Actual,Actuals,public,98.7941,
2013-03-01,2013,20131,201303,1,Actual,Actuals,public,99.1921,
2013-04-01,2013,20132,201304,1,Actual,Actuals,public,99.1065,
2013-05-01,2013,20132,201305,1,Actual,Actuals,public,99.1839,
2013-06-01,2013,20132,201306,1,Actual,Actuals,public,99.3897,
2013-07-01,2013,20133,201307,1,Actual,Actuals,public,99.0814,
2013-08-01,2013,20133,201308,1,Actual,Actuals,public,99.6543,
2013-09-01,2013,20133,201309,1,Actual,Actuals,public,100.161,
2013-10-01,2013,20134,201310,1,Actual,Actuals,public,100.082,
2013-11-01,2013,20134,201311,1,Actual,Actuals,public,100.3158,
2013-12-01,2013,20134,201312,1,Actual,Actuals,public,100.5175,
2014-01-01,2014,20141,201401,1,Actual,Actuals,public,100.1599,
2014-02-01,2014,20141,201402,1,Actual,Actuals,public,100.9168,
2014-03-01,2014,20141,201403,1,Actual,Actuals,public,101.8942,
2014-04-01,2014,20142,201404,1,Actual,Actuals,public,101.9928,
2014-05-01,2014,20142,201405,1,Actual,Actuals,public,102.3836,
2014-06-01,2014,20142,201406,1,Actual,Actuals,public,102.735,
2014-07-01,2014,20143,201407,1,Actual,Actuals,public,102.9632,
2014-08-01,2014,20143,201408,1,Actual,Actuals,public,102.7688,
2014-09-01,2014,20143,201409,1,Actual,Actuals,public,103.0641,
2014-10-01,2014,20144,201410,1,Actual,Actuals,public,103.0764,
2014-11-01,2014,20144,201411,1,Actual,Actuals,public,103.7126,
2014-12-01,2014,20144,201412,1,Actual,Actuals,public,103.7044,
2015-01-01,2015,20151,201501,1,Actual,Actuals,public,102.8905,
2015-02-01,2015,20151,201502,1,Actual,Actuals,public,102.2335,
2015-03-01,2015,20151,201503,1,Actual,Actuals,public,101.8914,
2015-04-01,2015,20152,201504,1,Actual,Actuals,public,101.3355,
2015-05-01,2015,20152,201505,1,Actual,Actuals,public,100.8883,
2015-06-01,2015,20152,201506,1,Actual,Actuals,public,100.571,
2015-07-01,2015,20153,201507,1,Actual,Actuals,public,101.2228,
2015-08-01,2015,20153,201508,1,Actual,Actuals,public,101.0367,
2015-09-01,2015,20153,201509,1,Actual,Actuals,public,100.7547,
2015-10-01,2015,20154,201510,1,Actual,Actuals,public,100.2675,
2015-11-01,2015,20154,201511,1,Actual,Actuals,public,99.5298,
2015-12-01,2015,20154,201512,1,Actual,Actuals,public,99.0417,
2016-01-01,2016,20161,201601,1,Actual,Actuals,public,99.5607,
2016-02-01,2016,20161,201602,1,Actual,Actuals,public,99.0445,
2016-03-01,2016,20161,201603,1,Actual,Actuals,public,98.3096,
2016-04-01,2016,20162,201604,1,Actual,Actuals,public,98.6421,
2016-05-01,2016,20162,201605,1,Actual,Actuals,public,98.4184,
2016-06-01,2016,20162,201606,1,Actual,Actuals,public,98.8833,
2016-07-01,2016,20163,201607,1,Actual,Actuals,public,98.9992,
2016-08-01,2016,20163,201608,1,Actual,Actuals,public,98.85,
2016-09-01,2016,20163,201609,1,Actual,Actuals,public,98.7457,
2016-10-01,2016,20164,201610,1,Actual,Actuals,public,98.7611,
2016-11-01,2016,20164,201611,1,Actual,Actuals,public,98.3491,
2016-12-01,2016,20164,201612,1,Actual,Actuals,public,99.0214,
2017-01-01,2017,20171,201701,1,Actual,Actuals,public,98.7611,
2017-02-01,2017,20171,201702,1,Actual,Actuals,public,98.3646,
2017-03-01,2017,20171,201703,1,Actual,Actuals,public,99.0137,
2017-04-01,2017,20172,201704,1,Actual,Actuals,public,100.0224,
2017-05-01,2017,20172,201705,1,Actual,Actuals,public,100.1408,
2017-06-01,2017,20172,201706,1,Actual,Actuals,public,100.3471,
2017-07-01,2017,20173,201707,1,Actual,Actuals,public,100.1068,
2017-08-01,2017,20173,201708,1,Actual,Actuals,public,99.6925,
2017-09-01,2017,20173,201709,1,Actual,Actuals,public,99.7954,
2017-10-01,2017,20174,201710,1,Actual,Actuals,public,101.0247,
2017-11-01,2017,20174,201711,1,Actual,Actuals,public,101.2664,
2017-12-01,2017,20174,201712,1,Actual,Actuals,public,101.4644,
2018-01-01,2018,20181,201801,1,Actual,Actuals,public,101.4625,
2018-02-01,2018,20181,201802,1,Actual,Actuals,public,101.7085,
2018-03-01,2018,20181,201803,1,Actual,Actuals,public,102.2067,
2018-04-01,2018,20182,201804,1,Actual,Actuals,public,103.3329,
2018-05-01,2018,20182,201805,1,Actual,Actuals,public,102.4024,
2018-06-01,2018,20182,201806,1,Actual,Actuals,public,103.198,
2018-07-01,2018,20183,201807,1,Actual,Actuals,public,103.3646,
2018-08-01,2018,20183,201808,1,Actual,Actuals,public,104.0327,
2018-09-01,2018,20183,201809,1,Actual,Actuals,public,104.1004,
2018-10-01,2018,20184,201810,1,Actual,Actuals,public,103.9856,
2018-11-01,2018,20184,201811,1,Actual,Actuals,public,104.0681,
2018-12-01,2018,20184,201812,1,Actual,Actuals,public,104.0936,
2019-01-01,2019,20191,201901,1,Actual,Actuals,public,103.4021,
2019-02-01,2019,20191,201902,1,Actual,Actuals,public,102.8371,
2019-03-01,2019,20191,201903,1,Actual,Actuals,public,102.8757,
2019-04-01,2019,20192,201904,1,Actual,Actuals,public,102.274,
2019-05-01,2019,20192,201905,1,Actual,Actuals,public,102.392,
2019-06-01,2019,20192,201906,1,Actual,Actuals,public,102.4375,
2019-07-01,2019,20193,201907,1,Actual,Actuals,public,101.9408,
2019-08-01,2019,20193,201908,1,Actual,Actuals,public,102.639,
2019-09-01,2019,20193,201909,1,Actual,Actuals,public,102.2917,
2019-10-01,2019,20194,201910,1,Actual,Actuals,public,101.4281,
2019-11-01,2019,20194,201911,1,Actual,Actuals,public,101.9372,
2019-12-01,2019,20194,201912,1,Actual,Actuals,public,101.7003,
2020-01-01,2020,20201,202001,1,Actual,Actuals,public,101.0338,
2020-02-01,2020,20201,202002,1,Actual,Actuals,public,101.3735,
2020-03-01,2020,20201,202003,1,Actual,Actuals,public,97.4078,
2020-04-01,2020,20202,202004,1,Actual,Actuals,public,84.5619,
2020-05-01,2020,20202,202005,1,Actual,Actuals,public,85.9604,
2020-06-01,2020,20202,202006,1,Actual,Actuals,public,91.5934,
2020-07-01,2020,20203,202007,1,Actual,Actuals,public,95.0256,
2020-08-01,2020,20203,202008,1,Actual,Actuals,public,95.9549,
2020-09-01,2020,20203,202009,1,Actual,Actuals,public,95.9669,
2020-10-01,2020,20204,202010,1,Actual,Actuals,public,96.7394,
2020-11-01,2020,20204,202011,1,Actual,Actuals,public,97.0816,
2020-12-01,2020,20204,202012,1,Actual,Actuals,public,98.363,
2021-01-01,2021,20211,202101,1,Actual,Actuals,public,98.8822,
2021-02-01,2021,20211,202102,1,Actual,Actuals,public,95.6149,
2021-03-01,2021,20211,202103,1,Actual,Actuals,public,98.3856,
2021-04-01,2021,20212,202104,1,Actual,Actuals,public,98.5587,
2021-05-01,2021,20212,202105,1,Actual,Actuals,public,99.4333,
2021-06-01,2021,20212,202106,1,Actual,Actuals,public,99.7987,
2021-07-01,2021,20213,202107,1,Actual,Actuals,public,100.2519,
2021-08-01,2021,20213,202108,1,Actual,Actuals,public,100.0437,
2021-09-01,2021,20213,202109,1,Actual,Actuals,public,98.8579,
2021-10-01,2021,20214,202110,1,Actual,Actuals,public,100.1861,
